Material Number,Plant,Doc Number,Item,Consign,Sched Line,Sched Quantity,Outstand Qty,Msg/ASN/Ship,Stat. Date,Delv. Date,Confirmed,Resch. Date,Ship To,Confirmation Comment,Buyer Email
TLG 30J3384-01 SUMP ASSY-ACCSS GBX ,0102,4501249121,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2009/03/30,2009/03/30,N/A, , ,inv ,Christine.Meunier@pwc.ca
TOOLING FOR 3073844-01 ,0102,4501195467,00060, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2009/04/01,2009/04/01,N/A, , ,inv ,Christine.Meunier@pwc.ca
TOOLING FOR 30C5410-01 ,0102,4501195565,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2009/02/28,2009/02/28,N/A, , ,inv ,Christine.Meunier@pwc.ca
TOOLING FOR 30L0112-01 ,0102,4500802801,00060, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2006/06/06,2009/01/05,N/A, , ,inv ,Marc-Andre.Savaria@pwc.ca
Tooling 31J2864-01 ,0001,4501146151,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/10/01,2008/10/01,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3020184 ,0001,4501115189,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/12,2008/03/12,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3023479 ,0001,4501116233,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/14,2008/03/14,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3028855 ,0001,4501116359,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/14,2008/03/14,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3045072-01 ,0001,4501115090,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/12,2008/03/12,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3047045-01 ,0001,4501146131,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/11/01,2008/11/01,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3049083-01 ,0001,4501116371,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/14,2008/03/14,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3101207-03 ,0001,4501116261,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/14,2008/03/14,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3102135-03 ,0001,4501115867,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/13,2008/03/13,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3105735-01 ,0001,4501116216,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/14,2008/03/14,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3111913-01 ,0001,4501115223,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/12,2008/03/12,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3119124-01 ,0001,4501115134,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/12,2008/03/12,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 3120987-01 ,0001,4501115028,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/12,2008/03/12,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Tooling for 31B1445-01 ,0001,4501116400,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/14,2008/03/14,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
Upgrade cost for 30P1213-01 ,0001,3500007077,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/31,2008/03/31,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
03XESK28373CL10 ,0102,4501223657,00010, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/12/17,2009/04/10,N/A,2008/11/26, ,inv ,Christine.Meunier@pwc.ca
06X3073844-01 ,0102,4501242522,00010, ,0001, 1.000 , 1.000 ,Not Authorized,2009/04/20,2009/06/12,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
06X3073844-01 ,0102,4501242522,00020, ,0001, 1.000 , 1.000 ,Not Authorized,2009/04/20,2009/06/12,N/A, , ,inv ,Isabelle.Tardif@pwc.ca
3020184 ,0001,4501115189,00040, ,0002, 22.000 , 22.000 ,Not Auth - ASN,2009/12/08,2009/12/08,YES, , ,en production détail ,Isabelle.Tardif@pwc.ca
3020184 ,0001,4501115189,00050, ,0004, 15.000 , 15.000 ,Not Auth - ASN,2009/05/14,2009/05/14,YES, , ,6 wip en split détail ,Isabelle.Tardif@pwc.ca
3020184 ,0001,4501229163,00010, ,0001, 45.000 , 45.000 ,Not Authorized,2010/05/07,2010/05/07,YES, , ,mag. 0 casting achetés ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00010, ,0002, 26.000 , 26.000 ,Auth-ASN N/A ,2008/12/18,2009/04/30,YES, , ,mg; 25 inv; en substantiation ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00020, ,0001, 30.000 , 30.000 ,Auth-ASN N/A ,2009/03/15,2009/07/24,YES, , ,mag. 0 casting en main ,Isabelle.Tardif@pwc.ca
3028855 ,0001,4501116359,00010, ,0001, 5.000 , 5.000 ,Auth-ASN N/A ,2009/01/22,2009/05/15,YES, , ,5 en SCRAPPED; on recommence ,Isabelle.Tardif@pwc.ca
3028855 ,0001,4501116359,00010, ,0002, 95.000 , 95.000 ,Not Authorized,2009/04/20,2009/06/19,YES, , ,planned ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0001, 15.000 , 15.000 ,Not Auth - ASN,2009/05/27,2009/05/27,YES, , ,15 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0002, 11.000 , 11.000 ,Not Auth - ASN,2009/06/10,2009/06/10,YES, , ,11 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0003, 9.000 , 9.000 ,Not Auth - ASN,2009/06/16,2009/06/16,YES, , ,9 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0005, 466.000 , 466.000 ,Not Auth - ASN,2009/06/23,2009/06/23,YES, , ,466 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0004, 15.000 , 15.000 ,Not Auth - ASN,2010/11/11,2010/11/11,YES, , ,15 en stock ,Isabelle.Tardif@pwc.ca
3038165CL4 ,0001,4501085242,00010, ,0001, 9.000 , 9.000 ,Not Auth - ASN,2012/08/29,2012/08/29,YES, , ,9 en stock ,Isabelle.Tardif@pwc.ca
3038165CL4 ,0001,4501170380,00010, ,0001, 110.000 , 110.000 ,Not Auth - ASN,2012/10/29,2012/10/29,YES,2012/11/28, ,110 en stock ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501122003,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501122003,00020, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00010, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00020, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00030, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00040, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501122014,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501122014,00020, ,0001, 10.000 , 10.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501183780,00010, ,0001, 40.000 , 40.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00010, ,0002, 16.000 , 16.000 ,Auth-ASN N/A ,2008/11/13,2009/04/30,YES, , ,Mg en substantiation ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00010, ,0003, 40.000 , 40.000 ,Auth-ASN N/A ,2008/11/13,2009/07/24,YES, , ,Mg 40 casting ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00020, ,0001, 85.000 , 85.000 ,Auth-ASN N/A ,2009/02/01,2009/08/28,YES, , ,Mg; 85 casting ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115095,00010, ,0001, 24.000 , 24.000 ,Not Authorized,2009/06/01,2009/10/30,YES, , ,mg; 0 casting acheté ,Isabelle.Tardif@pwc.ca
3047045-01 ,0001,4501146131,00040, ,0001, 15.000 , 15.000 ,Not Authorized,2009/04/17,2009/04/30,YES, , ,AL 11 subs. SSON 134692008-029 ,Isabelle.Tardif@pwc.ca
3047045-01 ,0001,4501146131,00040, ,0002, 15.000 , 15.000 ,Not Authorized,2009/07/01,2009/07/30,YES, , ,Al ; subst. À PLANIFIER ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00010, ,0002, 16.000 , 16.000 ,Auth-ASN N/A ,2009/02/06,2009/04/30,YES, , ,mag en substantiation ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00010, ,0003, 10.000 , 10.000 ,Auth-ASN N/A ,2009/02/06,2009/07/24,YES, , ,mag 10 castings ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00020, ,0001, 30.000 , 30.000 ,Not Authorized,2009/04/30,2009/10/30,YES, , ,mg; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501121926,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501121926,00020, ,0001, 10.000 , 10.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts; 10 casting ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501183773,00010, ,0001, 30.000 , 30.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501121951,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501121951,00020, ,0001, 30.000 , 30.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501183769,00010, ,0001, 125.000 , 125.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501121971,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501121971,00020, ,0001, 20.000 , 20.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts; 0 casting ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501183767,00010, ,0001, 60.000 , 60.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3058346CL11 ,0001,5500026492,00010,K,0077, 1.000 , 1.000 ,Not Auth - ASN,2009/09/10,2009/09/10,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL13 ,0001,5500026500,00010,K,0075, 1.000 , 1.000 ,Not Auth - ASN,2009/07/07,2009/07/07,YES,2009/07/24, ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL13 ,0001,5500026500,00010,K,0076, 1.000 , 1.000 ,Not Auth - ASN,2009/09/10,2009/09/10,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0218, 1.000 , 1.000 ,Not Auth - ASN,2009/04/24,2009/04/24,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0219, 1.000 , 1.000 ,Not Auth - ASN,2009/05/06,2009/05/06,YES,2009/05/06, ,inv ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0220, 1.000 , 1.000 ,Not Auth - ASN,2009/05/28,2009/05/28,YES,2009/05/27, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL04 ,0001,5500038285,00010,K,0006, 1.000 , 1.000 ,Not Auth - ASN,2009/06/26,2009/06/26,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL05 ,0001,5500038286,00010,K,0007, 1.000 , 1.000 ,Not Auth - ASN,2009/06/26,2009/06/26,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL06 ,0001,5500038287,00010,K,0007, 1.000 , 1.000 ,Not Auth - ASN,2009/05/27,2009/05/27,YES,2009/05/27, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0052, 2.000 , 2.000 ,<== Ship ,2009/04/08,2009/04/08,YES,2009/04/28, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0054, 3.000 , 3.000 ,Not Auth - ASN,2009/05/07,2009/05/07,YES,2009/05/07, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0056, 6.000 , 6.000 ,Not Auth - ASN,2009/05/19,2009/05/19,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0055, 3.000 , 3.000 ,Not Auth - ASN,2009/05/26,2009/05/26,YES,2009/05/26, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0161, 8.000 , 8.000 ,Not Auth - ASN,2009/05/21,2009/05/21,YES, , ,5 inv; à produire ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0162, 5.000 , 5.000 ,Not Auth - ASN,2009/06/08,2009/06/08,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0160, 5.000 , 5.000 ,Not Auth - ASN,2009/06/25,2009/06/25,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL09 ,0001,5500038319,00010,K,0079, 1.000 , 1.000 ,Not Auth - ASN,2009/04/09,2009/04/09,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL09 ,0001,5500038319,00010,K,0077, 5.000 , 5.000 ,Not Auth - ASN,2009/04/14,2009/04/14,YES,2009/03/26, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL09 ,0001,5500038319,00010,K,0078, 1.000 , 1.000 ,Not Auth - ASN,2009/05/06,2009/05/06,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL10 ,0001,4501248759,00010,K,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/06/26,2009/06/26,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL10 ,0001,4501287456,00010, ,0001, 2.000 , 2.000 ,Not Auth - ASN,2009/06/26,2009/06/26,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL11 ,0001,4501171060,00010,K,0002, 1.000 , 1.000 ,Not Auth - ASN,2011/01/27,2011/01/27,YES, , ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL13 ,0001,5500039397,00010,K,0003, 1.000 , 1.000 ,Not Auth - ASN,2009/04/28,2009/04/28,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0056, 2.000 , 2.000 ,Not Auth - ASN,2009/05/11,2009/05/11,YES, , ,2 inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0066, 2.000 , 2.000 ,Not Auth - ASN,2009/05/19,2009/05/19,YES, , ,1 inv; à produire ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0067, 2.000 , 2.000 ,Not Auth - ASN,2009/05/26,2009/05/26,YES, , ,2 inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0073, 1.000 , 1.000 ,Not Auth - ASN,2009/06/01,2009/06/01,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0068, 3.000 , 3.000 ,Not Auth - ASN,2009/06/04,2009/06/04,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0069, 1.000 , 1.000 ,Not Auth - ASN,2009/06/11,2009/06/11,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0071, 1.000 , 1.000 ,Not Auth - ASN,2009/06/12,2009/06/12,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0070, 1.000 , 1.000 ,Not Auth - ASN,2009/06/18,2009/06/18,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0072, 1.000 , 1.000 ,Not Auth - ASN,2009/06/25,2009/06/25,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0029, 1.000 , 1.000 ,Not Auth - ASN,2009/08/14,2009/08/14,YES, , ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0035, 1.000 , 1.000 ,Not Auth - ASN,2009/08/31,2009/08/31,YES, , ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0038, 1.000 , 1.000 ,Not Auth - ASN,2009/09/15,2009/09/15,YES, , ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0034, 1.000 , 1.000 ,Not Auth - ASN,2009/09/24,2009/09/24,YES, , ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL17 ,0001,5500038455,00010,K,0009, 1.000 , 1.000 ,Not Auth - ASN,2009/11/26,2009/11/26,YES, , ,1 en stock ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,3500005527,00050,K,0002, 5.000 , 5.000 ,Not Auth - ASN,2009/04/09,2009/05/08,YES,2009/03/04, ,attend instructions ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0002, 3.000 , 3.000 ,<== Ship ,2009/04/06,2009/04/20,YES,2009/07/10, ,wip maho ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0004, 3.000 , 3.000 ,Not Auth - ASN,2009/08/24,2009/08/24,YES,2009/09/23, ,wip ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0005, 1.000 , 1.000 ,Not Auth - ASN,2009/09/23,2009/09/23,YES,2009/09/23, ,sson ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0003, 3.000 , 3.000 ,Not Auth - ASN,2009/10/23,2009/10/23,YES,2009/11/09, ,wip ,Isabelle.Tardif@pwc.ca
3071253-01 ,0001,4500926412,00010,K,0002, 7.000 , 7.000 ,Not Auth - ASN,2009/04/16,2009/04/16,YES, , ,7 en stock ,Isabelle.Tardif@pwc.ca
3071550-01 ,0001,4501268730,00010, ,0001, 8.000 , 8.000 ,Not Auth - ASN,2009/05/08,2009/05/08,YES,2009/05/06, ,10 wip ,Isabelle.Tardif@pwc.ca
3071550-01 ,0001,4501268730,00010, ,0002, 2.000 , 2.000 ,Not Auth - ASN,2009/10/21, ,NO , , , ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0139, 6.000 , 6.000 ,Not Auth - ASN,2009/04/09,2009/04/09,YES,2009/04/08, ,inv ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0208, 3.000 , 3.000 ,Not Auth - ASN,2009/04/17,2009/04/17,YES,2009/04/16, ,sem ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0207, 6.000 , 6.000 ,Not Auth - ASN,2009/04/23,2009/04/23,YES,2009/04/22, ,sem ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0206, 5.000 , 5.000 ,Not Auth - ASN,2009/04/30,2009/04/30,YES,2009/04/29, ,sem ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0205, 5.000 , 5.000 ,Not Auth - ASN,2009/05/07,2009/05/07,YES,2009/05/06, ,sem ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0204, 4.000 , 4.000 ,Not Auth - ASN,2009/05/12,2009/05/12,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0203, 8.000 , 8.000 ,Not Auth - ASN,2009/05/21,2009/05/21,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0202, 6.000 , 6.000 ,Not Auth - ASN,2009/05/27,2009/05/27,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0201, 5.000 , 5.000 ,Not Auth - ASN,2009/06/04,2009/06/04,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0288, 3.000 , 3.000 ,Not Auth - ASN,2009/06/11,2009/06/11,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006136,00010, ,0001, 15.000 , 15.000 ,Not Auth - ASN,2012/04/20,2012/04/20,YES, , ,15; en attente de directives ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006136,00030, ,0001, 3.000 , 3.000 ,Not Auth - ASN,2012/04/20,2012/04/20,YES, , ,2 sur 5 livrés; 02X3071981-01 ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006848,00010, ,0001, 2.000 , 2.000 ,Not Auth - ASN,2009/05/12,2009/05/12,YES, , ,2 rework; pas de P.O. ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008436,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/05/12,2009/05/13,NO , , ,1 rework; pas de po ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008622,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/05/06,2009/05/06,YES, , ,1 rework pas de po ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008660,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/05/06,2009/05/06,YES, , ,1 rework pas de po ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501106433,00010, ,0006, 5.000 , 5.000 ,Not Auth - ASN,2009/06/22,2009/06/22,YES,2009/07/13, ,LV* 5 LIVRÉES LE 11 JUILLET ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501172447,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/05/12,2009/05/12,YES, , , directives ? ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501246147,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/05/06, ,NO , , ,nouvelle commande ? ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501277822,00010, ,0001, 20.000 , 20.000 ,Not Auth - ASN,2009/06/03,2009/06/11,YES,2009/05/20, ,à planifier ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501277822,00010, ,0002, 20.000 , 20.000 ,Not Auth - ASN,2009/06/11,2009/06/11,YES, , ,à planifier ,Isabelle.Tardif@pwc.ca
