Material Number,Plant,Doc Number,Item,Consign,Sched Line,Sched Quantity,Outstand Qty,Msg/ASN/Ship,Stat. Date,Delv. Date,Confirmed,Resch. Date,Ship To,Confirmation Comment,Buyer Email
3020184 ,0001,4501229163,00010, ,0001, 45.000 , 45.000 ,Not Authorized,2010/07/16,2010/07/16,YES, , ,mag. 0 casting achetés ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00040, ,0001, 12.000 , 12.000 ,Not Auth - ASN,2009/10/30,2009/10/30,YES, , ,mg; 25 en inv. ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00040, ,0002, 12.000 , 12.000 ,Not Auth - ASN,2010/11/09,2010/11/09,YES, , ,mg; ok inv ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00040, ,0003, 12.000 , 12.000 ,Not Auth - ASN,2011/01/14,2011/01/14,YES, , ,mg; 30 castings ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00040, ,0004, 19.000 , 19.000 ,Not Auth - ASN,2011/05/12,2011/05/12,YES, , ,mg; castings ok ,Isabelle.Tardif@pwc.ca
3028855 ,0001,4501116359,00010, ,0001, 5.000 , 5.000 ,Auth-ASN N/A ,2009/05/15,2009/09/25,YES, , ,5 SCRAPPED; on recommence ,Isabelle.Tardif@pwc.ca
3028855 ,0001,4501116359,00010, ,0002, 95.000 , 95.000 ,Auth-ASN N/A ,2009/06/19,2009/11/27,YES, , ,attend subst. to plan ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0001, 15.000 , 15.000 ,Not Auth - ASN,2009/10/27,2009/10/27,YES, , ,15 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0002, 11.000 , 11.000 ,Not Auth - ASN,2009/11/12,2009/11/12,YES, , ,11 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0005, 466.000 , 466.000 ,Not Auth - ASN,2009/11/26,2009/11/26,YES, , ,466 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0003, 9.000 , 9.000 ,Not Auth - ASN,2011/07/13,2011/07/13,YES, , ,9 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0004, 15.000 , 15.000 ,Not Auth - ASN,2011/07/13,2011/07/13,YES, , ,15 en stock ,Isabelle.Tardif@pwc.ca
3038165CL4 ,0001,4501085242,00010, ,0001, 9.000 , 9.000 ,Not Auth - ASN,2012/08/29,2012/08/29,YES, , ,9 en stock ,Isabelle.Tardif@pwc.ca
3038165CL4 ,0001,4501170380,00010, ,0001, 110.000 , 110.000 ,Not Auth - ASN,2013/02/26,2013/02/26,YES, , ,110 en stock ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501122003,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501122003,00020, ,0001, 100.000 , 100.000 ,Not Authorized,2011/01/01,2011/01/01,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501122014,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501122014,00020, ,0001, 10.000 , 10.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501183780,00010, ,0001, 40.000 , 40.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00040, ,0004, 5.000 , 5.000 ,181467272 ,2009/07/09,2009/07/09,YES, , ,LV* ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00040, ,0001, 20.000 , 20.000 ,Not Auth - ASN,2009/10/14,2009/10/14,YES,2009/10/14, ,MG; 5 inv; 6 hold ; wip 30657 ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00040, ,0002, 20.000 , 20.000 ,Not Auth - ASN,2009/11/13,2009/11/13,YES, , ,mg; wip 30657 et 58 ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00040, ,0003, 10.000 , 10.000 ,Not Auth - ASN,2010/01/04,2010/01/04,YES, , ,mg; wip 30658 ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00050, ,0001, 20.000 , 20.000 ,Not Auth - ASN,2010/01/19,2010/01/19,YES, , ,mg; 20 cast ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00050, ,0002, 20.000 , 20.000 ,Not Auth - ASN,2010/02/23,2010/02/23,YES, , ,mg; 20 cast ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00050, ,0003, 20.000 , 20.000 ,Not Auth - ASN,2010/03/31,2010/03/31,YES, , ,mg; 20 cast ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00050, ,0004, 25.000 , 25.000 ,Not Auth - ASN,2010/04/30,2010/04/30,YES, , ,mg; 25 cast ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115095,00030, ,0001, 24.000 , 24.000 ,Not Auth - ASN,2010/06/15,2010/06/15,YES, , ,aucun casting acheté ,Isabelle.Tardif@pwc.ca
3047045-01 ,0001,4501146131,00040, ,0001, 15.000 , 15.000 ,Auth-ASN N/A ,2009/06/16,2010/01/08,NO , , ,AL 3 inv subs. SSON 134692008-029 ,Isabelle.Tardif@pwc.ca
3047045-01 ,0001,4501146131,00040, ,0002, 15.000 , 15.000 ,Auth-ASN N/A ,2009/06/16,2010/01/08,NO , , ,Al ; subst. wip 18 + 20 ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00040, ,0001, 15.000 , 15.000 ,Not Auth - ASN,2009/10/26,2009/10/26,YES, , ,mg; 15 inv ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00040, ,0002, 10.000 , 10.000 ,Not Auth - ASN,2009/11/27,2009/11/27,YES, , ,mg; 10 castings ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00050, ,0001, 30.000 , 30.000 ,Not Auth - ASN,2010/01/06,2010/01/06,YES, , ,mg; casting livrés 9 août de pwc ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501121926,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501121926,00020, ,0001, 10.000 , 10.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts; 10 casting ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501183773,00010, ,0001, 30.000 , 30.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501121951,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501121951,00020, ,0001, 30.000 , 30.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501183769,00010, ,0001, 125.000 , 125.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501121971,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501121971,00020, ,0001, 20.000 , 20.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,critical parts; 0 casting ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501183767,00010, ,0001, 60.000 , 60.000 ,Not Authorized,2011/01/05,2011/01/05,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3058346CL11 ,0001,5500026492,00010,K,0077, 1.000 , 1.000 ,Not Auth - ASN,2010/04/28,2010/04/28,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL13 ,0001,5500026500,00010,K,0075, 1.000 , 1.000 ,Not Auth - ASN,2010/02/23,2010/02/23,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL13 ,0001,5500026500,00010,K,0076, 1.000 , 1.000 ,Not Auth - ASN,2010/04/28,2010/04/28,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00020,K,0001, 2.000 , 2.000 ,Not Auth - ASN,2009/07/21,2009/07/21,YES,2009/07/07, ,wip ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00020,K,0002, 2.000 , 2.000 ,Not Auth - ASN,2009/07/21,2009/07/21,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00020,K,0003, 1.000 , 1.000 ,Not Auth - ASN,2009/07/24,2009/07/24,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00020,K,0004, 2.000 , 2.000 ,Not Auth - ASN,2009/08/13,2009/08/13,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00020,K,0005, 1.000 , 1.000 ,Not Auth - ASN,2009/08/20,2009/08/20,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00020,K,0007, 4.000 , 4.000 ,Not Auth - ASN,2009/09/14,2009/09/14,YES, , , ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00020,K,0006, 1.000 , 1.000 ,Not Auth - ASN,2009/09/15,2009/09/15,YES,2009/08/24, ,wip ,Isabelle.Tardif@pwc.ca
3058346CL16 ,0001,5500026503,00010,K,0029, 1.000 , 1.000 ,Not Auth - ASN,2011/12/21,2011/12/21,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL04 ,0001,5500038285,00010,K,0006, 1.000 , 1.000 ,Not Auth - ASN,2009/09/10,2009/09/10,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL06 ,0001,5500038287,00010,K,0009, 1.000 , 1.000 ,Not Auth - ASN,2009/10/01,2009/10/01,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL06 ,0001,5500038287,00010,K,0010, 2.000 , 2.000 ,Not Auth - ASN,2009/11/06,2009/11/06,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0064, 1.000 , 1.000 ,<== Ship ,2009/07/16,2009/07/16,YES,2009/07/02, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0065, 5.000 , 5.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES,2009/07/09, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0066, 4.000 , 4.000 ,Not Auth - ASN,2009/08/17,2009/08/17,YES,2009/07/23, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0068, 4.000 , 4.000 ,Not Auth - ASN,2009/08/17,2009/08/17,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0067, 1.000 , 1.000 ,Not Auth - ASN,2009/08/21,2009/08/21,YES,2009/08/17, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0069, 4.000 , 4.000 ,Not Auth - ASN,2009/08/27,2009/08/27,YES,2009/08/17, ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0070, 2.000 , 2.000 ,Not Auth - ASN,2009/09/04,2009/09/04,YES,2009/08/27, , ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0071, 1.000 , 1.000 ,Not Auth - ASN,2009/09/10,2009/09/10,YES, , , ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0169, 3.000 , 3.000 ,<== Ship ,2009/07/14,2009/07/14,YES,2009/07/02, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0172, 2.000 , 2.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES,2009/07/14, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0174, 2.000 , 2.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0170, 1.000 , 1.000 ,Not Auth - ASN,2009/08/06,2009/08/06,YES,2009/07/22, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0175, 1.000 , 1.000 ,Not Auth - ASN,2009/08/12,2009/08/12,YES,2009/07/23, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0176, 1.000 , 1.000 ,Not Auth - ASN,2009/08/19,2009/08/19,YES,2009/07/23, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0177, 2.000 , 2.000 ,Not Auth - ASN,2009/08/24,2009/08/24,YES,2009/07/24, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0178, 3.000 , 3.000 ,Not Auth - ASN,2009/08/27,2009/08/27,YES,2009/08/20, ,wip ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0179, 2.000 , 2.000 ,Not Auth - ASN,2009/09/04,2009/09/04,YES,2009/08/27, , ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0180, 2.000 , 2.000 ,Not Auth - ASN,2009/09/04,2009/09/04,YES, , , ,Isabelle.Tardif@pwc.ca
3058347CL09 ,0001,5500038319,00010,K,0080, 3.000 , 3.000 ,Not Auth - ASN,2009/08/28,2009/08/28,YES,2009/07/02, ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL10 ,0001,4501322226,00010, ,0001, 2.000 , 2.000 ,Not Auth - ASN,2009/07/24,2009/07/24,YES,2009/06/26, ,RWK attend instruction et PO ,Isabelle.Tardif@pwc.ca
3058347CL11 ,0001,4501171060,00010,K,0002, 1.000 , 1.000 ,Not Auth - ASN,2013/07/29,2013/07/29,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0070, 4.000 , 4.000 ,Not Auth - ASN,2009/08/31,2009/08/31,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0069, 1.000 , 1.000 ,Not Auth - ASN,2009/09/10,2009/09/10,YES,2009/09/10, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0072, 1.000 , 1.000 ,Not Auth - ASN,2009/09/29,2009/09/29,YES,2009/09/29, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0075, 3.000 , 3.000 ,Not Auth - ASN,2009/10/01,2009/10/01,YES,2009/10/01, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0071, 1.000 , 1.000 ,Not Auth - ASN,2009/10/05,2009/10/05,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0034, 1.000 , 1.000 ,<== Ship ,2009/07/14,2009/07/14,YES,2009/08/27, ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0038, 1.000 , 1.000 ,Not Auth - ASN,2009/09/17,2009/09/17,YES,2009/09/17, ,1 inv ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,3500005527,00050,K,0003, 4.000 , 4.000 ,Not Auth - ASN,2009/11/05,2009/11/05,YES,2009/11/05, ,pas d'info pour toutes ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0003, 1.000 , 1.000 ,<== Ship ,2009/07/10,2009/07/15,YES, , ,*) wip cleanliness ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0004, 2.000 , 2.000 ,<== Ship ,2009/07/10,2009/07/15,YES, , ,*) wip 30065 cleanliness ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0005, 1.000 , 1.000 ,Not Auth - ASN,2009/09/23,2009/09/23,YES,2009/09/23, ,sson ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0006, 1.000 , 1.000 ,Not Auth - ASN,2009/09/23,2009/09/23,YES,2009/09/23, ,wip ,Isabelle.Tardif@pwc.ca
3071550-01 ,0001,4501268730,00010, ,0002, 3.000 , 3.000 ,Not Auth - ASN,2009/09/17,2009/09/17,YES, , ,3 inv ,Isabelle.Tardif@pwc.ca
3071550-01 ,0001,4501268730,00010, ,0003, 1.000 , 1.000 ,Not Auth - ASN,2009/11/11,2009/11/11,YES, , ,en inventaire ancien SSON ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0299, 1.000 , 1.000 ,<== Ship ,2009/07/16,2009/07/16,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0300, 3.000 , 3.000 ,<== Ship ,2009/07/16,2009/07/16,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0301, 4.000 , 4.000 ,Not Auth - ASN,2009/07/20,2009/07/20,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0305, 4.000 , 4.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0303, 2.000 , 2.000 ,Not Auth - ASN,2009/07/23,2009/07/23,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0304, 2.000 , 2.000 ,Not Auth - ASN,2009/08/13,2009/08/13,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0306, 1.000 , 1.000 ,Not Auth - ASN,2009/08/14,2009/08/14,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0307, 4.000 , 4.000 ,Not Auth - ASN,2009/08/21,2009/08/21,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0308, 2.000 , 2.000 ,Not Auth - ASN,2009/09/01,2009/09/01,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0309, 5.000 , 5.000 ,Not Auth - ASN,2009/09/03,2009/09/03,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006136,00010, ,0001, 15.000 , 15.000 ,Not Auth - ASN,2012/08/23,2012/08/23,YES, , ,15; en attente de directives ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006136,00030, ,0001, 3.000 , 3.000 ,Not Auth - ASN,2012/10/24,2012/10/24,YES, , ,2 sur 5 livrés; 02X3071981-01 ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006848,00010, ,0001, 2.000 , 2.000 ,<== Ship ,2009/07/16,2009/07/16,YES, , ,2 rework; attend Daniel Rhéaume ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008436,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES, , ,1 rework; pas de po ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008622,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES, , ,1 rework pas de po ,Isabelle.Tardif@pwc.ca
