Material Number,Plant,Doc Number,Item,Consign,Sched Line,Sched Quantity,Outstand Qty,Msg/ASN/Ship,Stat. Date,Delv. Date,Confirmed,Resch. Date,Ship To,Confirmation Comment,Buyer Email
3009652 ,0032,5500042978,00010,K,0039, 17.000 , 17.000 ,Not Auth - ASN,2009/09/12, ,NO , , , ,Nathalie.Provost@pwc.ca
3010607 ,0017,5500020789,00010,K,0064, 14.000 , 14.000 ,Not Auth - ASN,2009/08/28, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3010607 ,0017,5500020789,00010,K,0065, 14.000 , 14.000 ,Not Auth - ASN,2009/11/27, ,NO , , ,81113 ,Nathalie.Provost@pwc.ca
3011351 ,0001,4501312557,00010, ,0001, 40.000 , 40.000 ,Not Auth - ASN,2009/08/27, ,NO ,2009/08/20, ,90037 ,Nathalie.Provost@pwc.ca
3014263 ,0001,5500016646,00010,K,0280, 9.000 , 9.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3015565 ,0001,5500029474,00020,K,0028, 4.000 , 4.000 ,Not Auth - ASN,2009/07/23, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3016263 ,0001,4501312665,00010, ,0001, 24.000 , 24.000 ,Not Auth - ASN,2009/10/08, ,NO , , ,81025 ,Nathalie.Provost@pwc.ca
3019360 ,0001,4501049144,00010, ,0003, 2.000 , 2.000 ,Not Auth - ASN,2010/05/04, ,NO ,2010/10/04, ,sc* scrap ,Nathalie.Provost@pwc.ca
3019360 ,0001,4501313715,00010, ,0001, 100.000 , 100.000 ,Not Auth - ASN,2010/03/02, ,NO ,2010/03/29, ,90053 ,Nathalie.Provost@pwc.ca
3019591 ,0001,4501116411,00010, ,0002, 1.000 , 1.000 ,Not Auth - ASN,2009/09/28, ,NO , , ,1 rework assy 70748 ,Nathalie.Provost@pwc.ca
3022875 ,0001,5500016167,00010,K,0150, 10.000 , 10.000 ,Not Auth - ASN,2009/08/19, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3022875 ,0001,5500016167,00010,K,0152, 10.000 , 10.000 ,Not Auth - ASN,2009/09/25, ,NO , , ,90039 ,Nathalie.Provost@pwc.ca
3022875 ,0001,5500016167,00010,K,0151, 10.000 , 10.000 ,Not Auth - ASN,2009/10/15, ,NO , , ,90039 ,Nathalie.Provost@pwc.ca
3022875 ,0017,5500019024,00010,K,0092, 17.000 , 17.000 ,Not Auth - ASN,2009/07/24, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3022875 ,0017,5500019024,00010,K,0093, 10.000 , 10.000 ,Not Auth - ASN,2009/08/28, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3022875 ,0017,5500019024,00010,K,0094, 19.000 , 19.000 ,Not Auth - ASN,2009/09/29, ,NO , , ,90039 ,Nathalie.Provost@pwc.ca
3023442 ,0001,5500016175,00010,K,0877, 2.000 , 2.000 ,Not Auth - ASN,2009/09/14, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3023442 ,0032,5500042835,00010,K,0012, 10.000 , 10.000 ,181466869 ,2009/07/17,2009/07/17,YES, , ,LV* ,Nathalie.Provost@pwc.ca
3023442 ,0032,5500042835,00010,K,0013, 10.000 , 10.000 ,Not Auth - ASN,2009/08/17, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3023442 ,0032,5500042835,00010,K,0014, 10.000 , 10.000 ,Not Auth - ASN,2009/09/06, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3027904 ,0001,4501244552,00020, ,0001, 4.000 , 4.000 ,Not Auth - ASN,2009/09/02, ,NO , , ,81115 ,Nathalie.Provost@pwc.ca
3027904 ,0001,4501244552,00020, ,0002, 6.000 , 6.000 ,Not Auth - ASN,2009/11/23, ,NO , , ,81115 ,Nathalie.Provost@pwc.ca
3031013 ,0001,5500016168,00020,K,0113, 9.000 , 9.000 ,Not Auth - ASN,2009/08/10, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3031013 ,0001,5500016168,00020,K,0114, 8.000 , 8.000 ,Not Auth - ASN,2009/08/13, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3031013 ,0001,5500016168,00020,K,0115, 13.000 , 13.000 ,Not Auth - ASN,2009/08/26, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3031013 ,0001,5500016168,00020,K,0116, 13.000 , 13.000 ,Not Auth - ASN,2009/09/04, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3031014 ,0001,5500016289,00030,K,0248, 11.000 , 11.000 ,Not Auth - ASN,2009/09/09, ,NO , , , ,Nathalie.Provost@pwc.ca
3031014 ,0032,5500042865,00010,K,0008, 11.000 , 11.000 ,181465770 ,2009/07/14,2009/07/14,YES, , ,LV* ,Nathalie.Provost@pwc.ca
3031014 ,0032,5500042865,00010,K,0009, 11.000 , 11.000 ,Not Auth - ASN,2009/08/31, ,NO , , ,9 STOCK ,Nathalie.Provost@pwc.ca
3031026 ,0001,4501278495,00010, ,0001, 95.000 , 95.000 ,<== Ship ,2009/07/08,2009/07/15,YES,2009/07/08, ,90044 ,Nathalie.Provost@pwc.ca
3031026 ,0032,4501259782,00010, ,0002, 27.000 , 27.000 ,181466203 ,2009/07/15,2009/07/15,YES, , ,LV* ,Nathalie.Provost@pwc.ca
3031026 ,0032,4501259782,00010, ,0005, 69.000 , 69.000 ,Not Auth - ASN,2009/08/10, ,NO , , ,90044 ,Nathalie.Provost@pwc.ca
3031026 ,0032,4501320055,00010, ,0001, 89.000 , 89.000 ,Not Auth - ASN,2009/10/01, ,NO , , ,90054 ,Nathalie.Provost@pwc.ca
3036046P10 ,0017,4501320445,00010, ,0001, 35.000 , 35.000 ,Not Auth - ASN,2009/08/31, ,NO ,2009/07/09, ,90421 ,Nathalie.Provost@pwc.ca
3041705-01 ,0001,5500019155,00010,K,0180, 25.000 , 25.000 ,Not Auth - ASN,2009/09/18, ,NO ,2009/10/16, ,stock ,Nathalie.Provost@pwc.ca
3043561-01 ,0001,5500025611,00020,K,0028, 5.000 , 5.000 ,Not Auth - ASN,2009/07/17, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3043561-01 ,0001,5500025611,00020,K,0029, 5.000 , 5.000 ,Not Auth - ASN,2009/08/27, ,NO , , ,90358 ,Nathalie.Provost@pwc.ca
3043872-01 ,0001,4501319216,00010, ,0001, 24.000 , 24.000 ,Not Auth - ASN,2009/08/27, ,NO , , ,90287 ,Nathalie.Provost@pwc.ca
3043933-01 ,0001,5500019154,00010,K,0141, 6.000 , 6.000 ,Not Auth - ASN,2009/08/24, ,NO , , ,90208 ,Nathalie.Provost@pwc.ca
3043933-01 ,0001,5500019154,00010,K,0142, 8.000 , 8.000 ,Not Auth - ASN,2009/09/08, ,NO , , , ,Nathalie.Provost@pwc.ca
3044422-01 ,0001,5500029643,00010,K,0048, 25.000 , 25.000 ,Not Auth - ASN,2009/09/09, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3044466-01 ,0001,5500025132,00020,K,0111, 15.000 , 15.000 ,Not Auth - ASN,2009/08/12, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3045858-01 ,0001,4501302559,00010,K,0002, 3.000 , 3.000 ,Not Auth - ASN,2009/09/22, ,NO , , ,90328 ,Nathalie.Provost@pwc.ca
3046169-01 ,0001,5500027965,00010,K,0097, 8.000 , 8.000 ,Not Auth - ASN,2009/08/24, ,NO ,2009/08/19, , ,Nathalie.Provost@pwc.ca
3046287-01 ,0001,5500019038,00010,K,0157, 20.000 , 20.000 ,Not Auth - ASN,2009/09/02, ,NO , , ,90049 ,Nathalie.Provost@pwc.ca
3046287-01 ,0001,5500019038,00010,K,0178, 27.000 , 27.000 ,Not Auth - ASN,2009/09/30, ,NO , , , ,Nathalie.Provost@pwc.ca
3046555-01 ,0001,5500016648,00010,K,0098, 30.000 , 30.000 ,Not Auth - ASN,2009/07/20, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3046555-01 ,0001,5500016648,00010,K,0110, 46.000 , 46.000 ,Not Auth - ASN,2009/09/16, ,NO , , , ,Nathalie.Provost@pwc.ca
3046892-01 ,0001,4501297019,00010, ,0001, 30.000 , 30.000 ,Not Auth - ASN,2009/07/16, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3046896-01 ,0001,5500016417,00010,K,0129, 9.000 , 9.000 ,Not Auth - ASN,2009/09/08, ,NO , , , ,Nathalie.Provost@pwc.ca
3046896-01 ,0001,5500016417,00010,K,0130, 13.000 , 13.000 ,Not Auth - ASN,2009/09/30, ,NO , , , ,Nathalie.Provost@pwc.ca
3047134-01 ,0001,5500019673,00010,K,0261, 8.000 , 8.000 ,Not Auth - ASN,2009/08/11, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3047134-01 ,0001,5500019673,00010,K,0262, 8.000 , 8.000 ,Not Auth - ASN,2009/09/02, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3047134-01 ,0001,5500019673,00010,K,0301, 8.000 , 8.000 ,Not Auth - ASN,2009/09/24, ,NO , , , ,Nathalie.Provost@pwc.ca
3047134-01 ,0001,5500019673,00010,K,0300, 8.000 , 8.000 ,Not Auth - ASN,2009/10/14, ,NO , , , ,Nathalie.Provost@pwc.ca
3047138-01 ,0001,5500016301,00010,K,0272, 10.000 , 10.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3047139-01 ,0001,5500016653,00020, ,0105, 10.000 , 10.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3047182-01 ,0001,5500016644,00010,K,0602, 5.000 , 5.000 ,Not Auth - ASN,2009/08/12, ,NO , , ,90060 ,Nathalie.Provost@pwc.ca
3047182-01 ,0001,5500016644,00010,K,0603, 4.000 , 4.000 ,Not Auth - ASN,2009/08/26, ,NO , , ,90060 ,Nathalie.Provost@pwc.ca
3047703-01 ,0001,5500016304,00010,K,0276, 15.000 , 15.000 ,Not Auth - ASN,2009/07/24, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3048179-01 ,0001,4501315951,00010,K,0001, 28.000 , 28.000 ,Not Auth - ASN,2009/10/01, ,NO , , ,90310 ,Nathalie.Provost@pwc.ca
3048306-01 ,0001,4501312569,00010, ,0001, 12.000 , 12.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3048306-01 ,0001,4501312569,00010, ,0002, 12.000 , 12.000 ,Not Auth - ASN,2009/09/22, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3050134-01 ,0001,4501286867,00010, ,0001, 20.000 , 20.000 ,<== Ship ,2009/07/15,2009/07/21,YES,2009/07/15, ,90064 ,Nathalie.Provost@pwc.ca
3050134-01 ,0001,4501305550,00010, ,0001, 20.000 , 20.000 ,Not Auth - ASN,2009/08/31, ,NO , , ,90291 ,Nathalie.Provost@pwc.ca
3050134-01 ,0001,4501311747,00010, ,0001, 20.000 , 20.000 ,Not Auth - ASN,2009/11/02, ,NO , , ,90291 ,Nathalie.Provost@pwc.ca
3050134-01 ,0001,4501311747,00010, ,0002, 20.000 , 20.000 ,Not Auth - ASN,2010/01/19, ,NO , , ,90344 ,Nathalie.Provost@pwc.ca
3050209-01 ,0001,5500019674,00010,K,0148, 6.000 , 6.000 ,Not Auth - ASN,2009/07/22, ,NO ,2009/07/21, ,LV* 12 PARTS ,Nathalie.Provost@pwc.ca
3050209-01 ,0001,5500019674,00010,K,0149, 9.000 , 9.000 ,Not Auth - ASN,2009/08/12, ,NO , , ,90272 ,Nathalie.Provost@pwc.ca
3050209-01 ,0001,5500019674,00010,K,0150, 18.000 , 18.000 ,Not Auth - ASN,2009/09/02, ,NO , , ,90272 ,Nathalie.Provost@pwc.ca
3050276-01 ,0001,5500025329,00010,K,0047, 5.000 , 5.000 ,Not Auth - ASN,2009/08/18, ,NO ,2009/07/22, ,90067 ,Nathalie.Provost@pwc.ca
3050276-01 ,0001,5500025329,00010,K,0048, 3.000 , 3.000 ,Not Auth - ASN,2009/08/26, ,NO , , ,90067 ,Nathalie.Provost@pwc.ca
3050682-01 ,0001,5500019156,00010,K,0079, 6.000 , 6.000 ,Not Auth - ASN,2009/08/21, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3050682-01 ,0001,5500019156,00010,K,0080, 10.000 , 10.000 ,Not Auth - ASN,2009/09/02, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3053159-01 ,0001,5500019158,00010,K,0135, 15.000 , 15.000 ,Not Auth - ASN,2009/08/14, ,NO , , ,90071 ,Nathalie.Provost@pwc.ca
3053604-01 ,0001,5500019161,00010,K,0087, 9.000 , 9.000 ,Not Auth - ASN,2009/08/12, ,NO ,2009/07/23, ,90072 ,Nathalie.Provost@pwc.ca
3053604-01 ,0001,5500019161,00010,K,0088, 12.000 , 12.000 ,Not Auth - ASN,2009/08/28, ,NO , , ,90072 ,Nathalie.Provost@pwc.ca
3054545-01 ,0001,5500016416,00010,K,0310, 9.000 , 9.000 ,Not Auth - ASN,2009/08/17, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3054545-01 ,0001,5500016416,00010,K,0311, 9.000 , 9.000 ,Not Auth - ASN,2009/08/26, ,NO , , ,90074 ,Nathalie.Provost@pwc.ca
3054545-01 ,0001,5500016416,00010,K,0312, 11.000 , 11.000 ,Not Auth - ASN,2009/09/09, ,NO , , , ,Nathalie.Provost@pwc.ca
3054546-01 ,0001,5500016467,00010,K,0363, 9.000 , 9.000 ,Not Auth - ASN,2009/08/13, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3054546-01 ,0001,5500016467,00010,K,0365, 9.000 , 9.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3054546-01 ,0001,5500016467,00010,K,0366, 9.000 , 9.000 ,Not Auth - ASN,2009/08/26, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3054546-01 ,0001,5500016467,00010,K,0364, 9.000 , 9.000 ,Not Auth - ASN,2009/09/01, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3054546-01 ,0001,5500016467,00010,K,0367, 9.000 , 9.000 ,Not Auth - ASN,2009/09/09, ,NO , , , ,Nathalie.Provost@pwc.ca
3054552-01 ,0001,5500016697,00010,K,0071, 9.000 , 9.000 ,Not Auth - ASN,2009/08/11, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3054552-01 ,0001,5500016697,00010,K,0072, 12.000 , 12.000 ,Not Auth - ASN,2009/09/01, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3054979-01 ,0001,5500022406,00010,K,0172, 6.000 , 6.000 ,Not Auth - ASN,2009/08/11, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3054979-01 ,0001,5500022406,00010,K,0173, 6.000 , 6.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3054979-01 ,0001,5500022406,00010,K,0174, 3.000 , 3.000 ,Not Auth - ASN,2009/08/31, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3054979-01 ,0001,5500022406,00010,K,0175, 6.000 , 6.000 ,Not Auth - ASN,2009/09/10, ,NO , , , ,Nathalie.Provost@pwc.ca
3055239-01 ,0001,4501222973,00010, ,0003, 1.000 , 1.000 ,Not Auth - ASN,2009/07/22, ,NO ,2009/07/07, ,1RWK 90078 ,Nathalie.Provost@pwc.ca
3055239-01 ,0001,4501222973,00010, ,0004, 1.000 , 1.000 ,Not Auth - ASN,2009/07/22, ,NO ,2009/07/21, ,SSON CASTING DEFECT ,Nathalie.Provost@pwc.ca
3055239-01 ,0001,4501305067,00010, ,0001, 5.000 , 5.000 ,Not Auth - ASN,2009/07/22, ,NO , , ,90078 ,Nathalie.Provost@pwc.ca
3055239-01 ,0001,4501312678,00010, ,0001, 6.000 , 6.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,90078 ,Nathalie.Provost@pwc.ca
3055412-01 ,0001,4501314871,00010, ,0001, 50.000 , 50.000 ,Not Auth - ASN,2009/09/04, ,NO , , ,90243 ,Nathalie.Provost@pwc.ca
3055413-01 ,0001,5500019677,00010,K,0257, 2.000 , 2.000 ,Not Auth - ASN,2009/10/23, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3055413-01 ,0001,5500019677,00010,K,0262, 4.000 , 4.000 ,Not Auth - ASN,2009/11/19, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3056928-01 ,0001,4501263596,00010, ,0001, 10.000 , 10.000 ,Not Auth - ASN,2009/08/25, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3056928-01 ,0001,4501263596,00010, ,0002, 10.000 , 10.000 ,Not Auth - ASN,2009/08/27, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3056928-01 ,0001,4501263596,00010, ,0003, 10.000 , 10.000 ,Not Auth - ASN,2009/10/20, ,NO , , ,80660 ,Nathalie.Provost@pwc.ca
3056928-01 ,0001,4501292684,00010, ,0001, 10.000 , 10.000 ,Not Auth - ASN,2009/12/10, ,NO , , ,80660 ,Nathalie.Provost@pwc.ca
3057567-01 ,0001,5500029227,00010,K,0066, 11.000 , 11.000 ,Not Auth - ASN,2009/08/26, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3058377-01 ,0001,5500026869,00010,K,0060, 3.000 , 3.000 ,Not Auth - ASN,2009/08/14, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3058377-01 ,0001,5500026869,00010,K,0061, 3.000 , 3.000 ,Not Auth - ASN,2009/08/31, ,NO ,2009/08/14, , ,Nathalie.Provost@pwc.ca
3059135-01 ,0001,5500026861,00010,K,0045, 2.000 , 2.000 ,Not Auth - ASN,2009/07/21, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3059135-01 ,0001,5500026861,00010,K,0044, 2.000 , 2.000 ,Not Auth - ASN,2009/07/23, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3059135-01 ,0001,5500026861,00010,K,0046, 5.000 , 5.000 ,Not Auth - ASN,2009/07/24, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3059345-01 ,0001,4501309153,00010, ,0001, 13.000 , 13.000 ,Not Auth - ASN,2009/08/27, ,NO , , ,81049 ,Nathalie.Provost@pwc.ca
3059692-01 ,0001,4501302245,00010, ,0001, 10.000 , 10.000 ,Not Auth - ASN,2009/07/23, ,NO , , ,90081 ,Nathalie.Provost@pwc.ca
3059694-01 ,0001,5500026865,00020,K,0027, 3.000 , 3.000 ,Not Auth - ASN,2009/07/22, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3059694-01 ,0001,5500026865,00020,K,0028, 3.000 , 3.000 ,Not Auth - ASN,2009/08/14, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3059780-01 ,0001,5500037245,00010, ,0201, 40.000 , 40.000 ,Not Auth - ASN,2009/07/24, ,NO ,2009/06/01, ,90273 ,Nathalie.Provost@pwc.ca
3059859-01 ,0001,5500026864,00010,K,0154, 15.000 , 15.000 ,Not Auth - ASN,2009/09/22, ,NO , , ,STOCK ,Nathalie.Provost@pwc.ca
3070056-01 ,0001,5500028304,00010,K,0025, 5.000 , 5.000 ,Not Auth - ASN,2009/07/24, ,NO , , ,80952 ,Nathalie.Provost@pwc.ca
3070093-01 ,0001,4501259790,00010, ,0001, 10.000 , 10.000 ,<== Ship ,2009/07/07,2009/07/14,YES,2009/07/07, ,80953 ,Nathalie.Provost@pwc.ca
3070093-01 ,0001,4501313710,00010, ,0001, 10.000 , 10.000 ,Not Auth - ASN,2009/09/16, ,NO , , ,90293 ,Nathalie.Provost@pwc.ca
3070625-01 ,0001,4501248649,00010, ,0001, 10.000 , 10.000 ,Not Auth - ASN,2010/01/06, ,NO , , ,80657 ,Nathalie.Provost@pwc.ca
3070739-01 ,0001,4501302622,00010, ,0001, 10.000 , 10.000 ,Not Auth - ASN,2009/12/09, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3071417-02 ,0001,4501286875,00010, ,0001, 67.000 , 67.000 ,Not Auth - ASN,2009/08/14, ,NO ,2009/07/22, ,90085 ,Nathalie.Provost@pwc.ca
3071417-02 ,0001,4501312581,00010, ,0001, 60.000 , 60.000 ,Not Auth - ASN,2009/08/23, ,NO , , ,90085 ,Nathalie.Provost@pwc.ca
3071417-02 ,0001,4501312581,00010, ,0002, 60.000 , 60.000 ,Not Auth - ASN,2009/09/20, ,NO , , ,90294 ,Nathalie.Provost@pwc.ca
3071419-01 ,0032,5500042891,00010,K,0004, 15.000 , 15.000 ,Not Auth - ASN,2009/09/23, ,NO , , ,stock ,Nathalie.Provost@pwc.ca
3071420-01 ,0001,4501312599,00010, ,0001, 8.000 , 8.000 ,Not Auth - ASN,2009/09/14, ,NO , , ,80955 ,Nathalie.Provost@pwc.ca
3071930-01 ,0001,5500037286,00010, ,0029, 150.000 , 150.000 ,Not Auth - ASN,2009/07/17, ,NO ,2009/06/23, ,90086 ,Nathalie.Provost@pwc.ca
3071930-01 ,0001,5500037286,00010, ,0032, 100.000 , 100.000 ,Not Auth - ASN,2009/09/11, ,NO ,2009/08/25, ,90295 ,Nathalie.Provost@pwc.ca
3072621-01 ,0001,4501288592,00010, ,0001, 54.000 , 54.000 ,Not Auth - ASN,2009/08/28, ,NO ,2009/08/21, ,90256 ,Denise.Silva@pwc.ca
3072621-01 ,0001,4501288592,00010, ,0002, 26.000 , 26.000 ,Not Auth - ASN,2009/09/11, ,NO ,2009/08/28, ,90256 ,Denise.Silva@pwc.ca
3072621-01 ,0001,4501288592,00010, ,0003, 120.000 , 120.000 ,Not Auth - ASN,2009/09/29, ,NO ,2009/09/29, ,90256 ,Denise.Silva@pwc.ca
3072939-01 ,0001,4501280566,00020, ,0003, 25.000 , 25.000 ,Not Auth - ASN,2009/08/20, ,NO , , ,90274 ,Nathalie.Provost@pwc.ca
3072939-01 ,0001,4501302614,00020, ,0001, 40.000 , 40.000 ,Not Auth - ASN,2009/10/19, ,NO , , ,90296 ,Nathalie.Provost@pwc.ca
3072939-01 ,0017,4501302614,00010, ,0002, 44.000 , 44.000 ,Not Auth - ASN,2009/08/26, ,NO , , ,90274 ,Nathalie.Provost@pwc.ca
3072939-01 ,0017,4501316040,00010, ,0001, 100.000 , 100.000 ,Not Auth - ASN,2009/09/25, ,NO , , ,90274 ,Nathalie.Provost@pwc.ca
3074098-01 ,0001,4501062324,00010, ,0003, 1.000 , 1.000 ,Not Auth - ASN,2009/09/17, ,NO , , ,90088 ,Denise.Silva@pwc.ca
3074098-01 ,0001,4501315436,00010, ,0001, 10.000 , 10.000 ,Not Authorized,2009/10/14, ,NO , , ,90088 ,Denise.Silva@pwc.ca
3074335-01 ,0102,4501298487,00010, ,0001, 1.000 , 1.000 ,Not Authorized,2009/07/17,2009/07/23,N/A,2009/03/31, ,90088 ,Denise.Silva@pwc.ca
3074335-01 ,0102,4501298487,00020, ,0001, 1.000 , 1.000 ,Not Authorized,2009/07/23,2009/07/23,N/A,2009/09/30, ,90088 ,Denise.Silva@pwc.ca
3074335-01 ,0102,4501298487,00030, ,0001, 1.000 , 1.000 ,Not Authorized,2009/07/17,2009/07/23,N/A,2009/07/02, ,90088 ,Denise.Silva@pwc.ca
3074335-01 ,0102,4501298487,00040, ,0001, 1.000 , 1.000 ,Not Authorized,2009/07/17,2009/07/23,N/A,2009/07/03, ,90088 ,Denise.Silva@pwc.ca
3074335-01 ,0102,4501298487,00050, ,0001, 1.000 , 1.000 ,Not Authorized,2009/07/17,2009/07/23,N/A,2009/07/22, ,90088 ,Denise.Silva@pwc.ca
3074822-01 ,0102,4501309623,00010, ,0001, 3.000 , 3.000 ,Not Authorized,2009/07/17,2009/07/17,N/A,2009/07/02, ,90088 ,Denise.Silva@pwc.ca
3074822-01 ,0102,4501309623,00020, ,0001, 1.000 , 1.000 ,Not Authorized,2009/07/17,2009/07/17,N/A,2009/07/03, ,90088 ,Denise.Silva@pwc.ca
3074822-01 ,0102,4501309623,00030, ,0001, 1.000 , 1.000 ,Not Authorized,2009/07/17,2009/07/17,N/A, , ,90088 ,Denise.Silva@pwc.ca
3075567-01 ,0001,4501319797,00010, ,0001, 25.000 , 25.000 ,Not Auth - ASN,2009/09/04, ,NO ,2009/10/14, ,90420 ,Denise.Silva@pwc.ca
30B2905-01 ,0001,4501222977,00010, ,0002, 35.000 , 35.000 ,Not Auth - ASN,2010/05/18, ,NO ,2010/06/14, ,stock ,Nathalie.Provost@pwc.ca
30B2905-01 ,0001,4501222977,00010, ,0001, 35.000 , 35.000 ,Not Auth - ASN,2010/06/10, ,NO ,2010/10/14, ,stock ,Nathalie.Provost@pwc.ca
30B3845-01 ,0001,4501245282,00010, ,0001, 39.000 , 39.000 ,Not Auth - ASN,2009/08/27, ,NO , , ,80957 ,Nathalie.Provost@pwc.ca
