Material Number,Plant,Doc Number,Item,Consign,Sched Line,Sched Quantity,Outstand Qty,Msg/ASN/Ship,Stat. Date,Delv. Date,Confirmed,Resch. Date,Ship To,Confirmation Comment,Buyer Email
Tooling Charges 3044660-01 ,0001,4501476764,00040, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/30,2011/12/23,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3072836-01 ,0001,4501477855,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/25,2011/05/25,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3072836-01 ,0001,4501477855,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/25,2011/05/25,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3100377-02 ,0001,4501477829,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/01/14,2011/01/14,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3100377-02 ,0001,4501477829,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/01/14,2011/01/14,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3104472-01 ,0001,4501476913,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2010/12/17,2010/12/17,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3104472-01 ,0001,4501476913,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2010/12/17,2010/12/17,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3105010-02 ,0001,4501477803,00030, ,0001, 1.000 , 1.000 ,Not Authorized,2011/12/23,2011/12/23,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3105010-02 ,0001,4501477803,00040, ,0001, 1.000 , 1.000 ,Not Authorized,2011/12/23,2011/12/23,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3106475-01 ,0001,4501476839,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/30,2011/12/23,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3106475-01 ,0001,4501476839,00040, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/30,2011/12/23,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3109384-01 ,0001,4501477845,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/07/06,2011/07/06,N/A, , , ,Michel.Barras@pwc.ca
Tooling Charges 3109384-01 ,0001,4501477845,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/07/06,2011/07/06,N/A, , , ,Michel.Barras@pwc.ca
tooling Charges 3104911-01 ,0001,4501477722,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/20,2011/05/20,N/A, , , ,Michel.Barras@pwc.ca
tooling Charges 3104911-01 ,0001,4501477722,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/20,2011/05/20,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 31B5485-01 ,0001,4501477743,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/04,2011/05/04,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 35C1868-01 ,0001,4501477835,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/17,2011/05/17,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 35C1868-01 ,0001,4501477835,00040, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/05/17,2011/05/17,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 35C3862-01 ,0001,4501477891,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/04/04,2011/04/04,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 35C3862-01 ,0001,4501477891,00040, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/04/04,2011/04/04,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 35C3862-01 ,0001,4501477891,00050, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/04/04,2011/04/04,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 3901666-01 ,0001,4501478736,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/03/18,2011/03/18,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 3901666-01 ,0001,4501478736,00040, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/03/18,2011/03/18,N/A, , , ,Michel.Barras@pwc.ca
tooling charges 3901667-01 ,0001,4501478739,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2011/03/18,2011/03/18,N/A, , , ,Michel.Barras@pwc.ca
01X33B1459 ,0102,4501673111,00010, ,0001, 20.000 , 20.000 ,Not Authorized,2011/12/20,2011/12/20,N/A,2011/11/04, , ,Nancy.Burnet@pwc.ca
3011351 ,0001,4501621398,00010, ,0001, 14.000 , 14.000 ,Not Auth - ASN,2011/11/21, ,NO , , ,11248 ,vikramsingh.punchum@accenture.com
3011351 ,0001,4501621398,00010, ,0002, 26.000 , 26.000 ,Not Auth - ASN,2012/04/04, ,NO , , ,11248 ,vikramsingh.punchum@accenture.com
3013151 ,0001,4501668307,00010, ,0001, 150.000 , 150.000 ,Not Authorized,2011/11/25, ,NO , , ,12343 ,Michel.Barras@pwc.ca
3014446 ,0001,4501668308,00010, ,0001, 100.000 , 100.000 ,Not Authorized,2011/11/25, ,NO , , ,12317 ,Michel.Barras@pwc.ca
3015565 ,0001,4501547549,00010,K,0001, 5.000 , 5.000 ,Not Auth - ASN,2012/03/26, ,NO ,2013/06/26, ,11205 ,vikramsingh.punchum@accenture.com
3016263 ,0001,4501578160,00010, ,0002, 3.000 , 3.000 ,Not Auth - ASN,2012/10/28, ,NO ,2012/02/20, , ,vikramsingh.punchum@accenture.com
3016263 ,0032,4501650035,00010, ,0001, 36.000 , 36.000 ,Not Auth - ASN,2012/01/05, ,NO , , ,11593 ,vikramsingh.punchum@accenture.com
3018129 ,0001,5500034364,00010,K,0061, 22.000 , 22.000 ,Not Auth - ASN,2011/11/24, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3018526 ,0001,4501640893,00010, ,0001, 1.000 , 1.000 ,Not Auth - ASN,2011/12/07, ,NO , , ,12298 ,vikramsingh.punchum@accenture.com
3021398 ,0001,4501476903,00010, ,0001, 10.000 , 10.000 ,Auth-ASN N/A ,2011/09/19,2011/12/30,YES, , ,10845 hold ppv ,Michel.Barras@pwc.ca
3021833 ,0001,4501617890,00010, ,0001, 58.000 , 58.000 ,Not Auth - ASN,2011/12/01, ,NO ,2011/11/30, ,12184 ,Michel.Barras@pwc.ca
3022875 ,0001,5500016167,00010,K,0178, 63.000 , 63.000 ,Not Auth - ASN,2011/12/19, ,NO ,2011/12/12, ,11188 ,vikramsingh.punchum@accenture.com
3022942 ,0001,4501670529,00010, ,0001, 70.000 , 70.000 ,Not Authorized,2012/01/27, ,NO , , ,12323 ,Michel.Barras@pwc.ca
3022985 ,0001,4501670545,00010, ,0001, 60.000 , 60.000 ,Not Authorized,2012/01/27, ,NO , , ,12324 ,Michel.Barras@pwc.ca
3023592 ,0001,4501476768,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/12/23, ,NO , , ,10881 hold dwg change ,Michel.Barras@pwc.ca
3024218 ,0001,4501670531,00010, ,0001, 60.000 , 60.000 ,Not Authorized,2012/01/27, ,NO , , ,12325 ,Michel.Barras@pwc.ca
3027140 ,0017,4501670631,00010, ,0001, 6.000 , 6.000 ,Not Auth - ASN,2012/01/25, ,NO ,2011/10/27, ,pas cédulé ,Michel.Barras@pwc.ca
3027279 ,0001,4501670438,00010, ,0001, 200.000 , 200.000 ,Not Authorized,2012/01/27, ,NO , , ,12353 ,Michel.Barras@pwc.ca
3027904 ,0001,5500048035,00010, ,0012, 5.000 , 5.000 ,Not Auth - ASN,2011/12/07, ,NO ,2011/12/05, ,11195 / 2 stock ,vikramsingh.punchum@accenture.com
3029320 ,0032,5500047417,00010,K,0009, 5.000 , 5.000 ,Not Auth - ASN,2011/12/21, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3031013 ,0001,5500016168,00020,K,0186, 21.000 , 21.000 ,Not Auth - ASN,2011/11/29, ,NO , , ,Stock ,vikramsingh.punchum@accenture.com
3031013 ,0001,5500016168,00020,K,0187, 100.000 , 100.000 ,Not Auth - ASN,2011/12/14, ,NO , , ,Stock ,vikramsingh.punchum@accenture.com
3031014 ,0032,5500042865,00010,K,0051, 43.000 , 43.000 ,Not Auth - ASN,2011/12/19, ,NO ,2011/12/08, ,11818 / 2 stock ,vikramsingh.punchum@accenture.com
3031026 ,0001,4501456275,00010, ,0003, 2.000 , 2.000 ,Not Auth - ASN,2011/11/23, ,NO , , ,10857 rework ,vikramsingh.punchum@accenture.com
3031026 ,0001,4501633424,00010, ,0001, 55.000 , 55.000 ,Not Auth - ASN,2011/12/01, ,NO , , ,11256 ,vikramsingh.punchum@accenture.com
3031026 ,0001,4501633424,00010, ,0002, 135.000 , 135.000 ,Not Auth - ASN,2012/01/07, ,NO , , ,11256 ,vikramsingh.punchum@accenture.com
3031026 ,0032,4501584446,00010, ,0004, 1.000 , 1.000 ,Not Auth - ASN,2012/02/09, ,NO , , , ,vikramsingh.punchum@accenture.com
3031026 ,0032,4501617238,00010, ,0002, 133.000 , 133.000 ,<== Ship ,2011/11/10, ,NO , , ,11202 ,vikramsingh.punchum@accenture.com
3031026 ,0032,4501617238,00010, ,0003, 5.000 , 5.000 ,Not Auth - ASN,2012/02/01, ,NO , , ,11202 SSON 11YW04103 ,vikramsingh.punchum@accenture.com
3031026 ,0032,4501617238,00010, ,0004, 2.000 , 2.000 ,Not Auth - ASN,2012/11/10, ,NO ,2012/06/08, ,SC* SCRAP ,vikramsingh.punchum@accenture.com
3031026 ,0032,4501673510,00010, ,0001, 190.000 , 190.000 ,Not Auth - ASN,2012/02/15, ,NO , , ,11257 ,vikramsingh.punchum@accenture.com
3034950 ,0001,5500027963,00010,K,0014, 9.000 , 9.000 ,Not Auth - ASN,2011/11/15, ,NO ,2012/06/14, ,10217 ,vikramsingh.punchum@accenture.com
3034950 ,0017,5500045578,00010,K,0003, 19.000 , 19.000 ,Not Auth - ASN,2011/12/29, ,NO ,2012/04/27, ,10217 ,vikramsingh.punchum@accenture.com
3042767-01 ,0001,4501670992,00010, ,0001, 16.000 , 16.000 ,Not Auth - ASN,2012/01/16, ,NO ,2012/01/12, ,12416 ,Michel.Barras@pwc.ca
3042767-01 ,0001,4501670992,00020, ,0001, 16.000 , 16.000 ,Not Auth - ASN,2012/02/23, ,NO , , ,12483 ,Michel.Barras@pwc.ca
3042767-01 ,0001,4501670992,00030, ,0001, 16.000 , 16.000 ,Not Auth - ASN,2012/05/03, ,NO , , ,12484 ,Michel.Barras@pwc.ca
3042767-01 ,0001,4501670992,00040, ,0001, 16.000 , 16.000 ,Not Auth - ASN,2012/07/05, ,NO , , ,12485 ,Michel.Barras@pwc.ca
3043561-01 ,0001,5500025611,00020,K,0033, 6.000 , 6.000 ,Not Auth - ASN,2011/11/30, ,NO ,2011/11/11, ,11207 ,vikramsingh.punchum@accenture.com
3043872-01 ,0022,4501634364,00010, ,0001, 24.000 , 24.000 ,Not Auth - ASN,2011/11/16,2011/11/16,YES,2011/10/27, ,11209 raw late ,vikramsingh.punchum@accenture.com
3043933-01 ,0001,5500019154,00010,K,0204, 46.000 , 46.000 ,Not Auth - ASN,2011/11/11, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3044422-01 ,0001,5500029643,00010,K,0081, 50.000 , 50.000 ,Not Auth - ASN,2011/11/16, ,NO , , ,11564 / 25 stock ,vikramsingh.punchum@accenture.com
3044422-01 ,0001,5500029643,00010,K,0095, 50.000 , 50.000 ,Not Auth - ASN,2012/01/10, ,NO , , ,11888 ,vikramsingh.punchum@accenture.com
3044466-01 ,0001,5500025132,00020,K,0158, 48.000 , 48.000 ,Not Auth - ASN,2011/11/09, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3044659-01 ,0001,4501476647,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/12/23, ,NO , , ,10877 hold dwg change ,Michel.Barras@pwc.ca
3044659-01 ,0001,4501476647,00020, ,0001, 50.000 , 50.000 ,Not Authorized,2011/12/23, ,NO , , ,10877 hold dwg change ,Michel.Barras@pwc.ca
3044660-01 ,0001,4501476764,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2011/12/23, ,NO , , ,10882 hold dwg change ,Michel.Barras@pwc.ca
3044660-01 ,0001,4501476764,00020, ,0001, 10.000 , 10.000 ,Not Authorized,2011/12/23, ,NO , , ,10882 hold dwg change ,Michel.Barras@pwc.ca
3045858-01 ,0001,4501640862,00010,K,0001, 5.000 , 5.000 ,Not Auth - ASN,2011/11/24, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3046169-01 ,0001,4501651213,00010,K,0001, 8.000 , 8.000 ,Not Auth - ASN,2011/12/12, ,NO ,2011/12/05, ,11822 ,vikramsingh.punchum@accenture.com
3046169-01 ,0001,4501651213,00010,K,0002, 8.000 , 8.000 ,Not Auth - ASN,2011/12/19, ,NO ,2012/01/16, ,11822 ,vikramsingh.punchum@accenture.com
3046169-01 ,0001,4501651213,00010,K,0003, 8.000 , 8.000 ,Not Auth - ASN,2012/01/20, ,NO ,2012/02/09, ,11822 ,vikramsingh.punchum@accenture.com
3046892-01 ,0001,4501617259,00010, ,0001, 37.000 , 37.000 ,Not Auth - ASN,2011/11/11,2011/11/16,YES, , ,11265 / 12 stock ,vikramsingh.punchum@accenture.com
3046896-01 ,0001,5500016417,00010,K,0205, 34.000 , 34.000 ,Not Auth - ASN,2011/12/22, ,NO , , ,11220 / 13 stock ,vikramsingh.punchum@accenture.com
3047139-01 ,0001,5500016653,00020, ,0206, 33.000 , 33.000 ,Not Auth - ASN,2011/12/22, ,NO , , ,11222 / 20 stock ,vikramsingh.punchum@accenture.com
3047703-01 ,0001,5500016304,00010,K,0386, 21.000 , 21.000 ,Not Auth - ASN,2011/11/25, ,NO ,2011/12/19, ,11225 ,vikramsingh.punchum@accenture.com
3048179-01 ,0001,5500047080,00010,K,0090, 3.000 , 3.000 ,Not Auth - ASN,2011/11/22, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3048179-01 ,0001,5500047080,00010,K,0092, 1.000 , 1.000 ,Not Auth - ASN,2011/12/05, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3048179-01 ,0001,5500047080,00010,K,0093, 1.000 , 1.000 ,Not Auth - ASN,2011/12/08, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3048179-01 ,0001,5500047080,00010,K,0094, 2.000 , 2.000 ,Not Auth - ASN,2011/12/19, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3048179-01 ,0001,5500047080,00010,K,0095, 2.000 , 2.000 ,Not Auth - ASN,2011/12/22, ,NO , , ,stock ,vikramsingh.punchum@accenture.com
3048283-01 ,0001,4501670534,00010, ,0001, 50.000 , 50.000 ,Not Authorized,2012/01/27, ,NO , , ,12326 ,Michel.Barras@pwc.ca
3048306-01 ,0001,4501666926,00010, ,0001, 33.000 , 33.000 ,Not Auth - ASN,2012/01/25, ,NO , , ,11241(assy)/11269 ,vikramsingh.punchum@accenture.com
3049499-01 ,0001,4501615397,00010, ,0002, 5.000 , 5.000 ,Not Auth - ASN,2011/11/24, ,NO , , ,STOCK ,vikramsingh.punchum@accenture.com
3049499-01 ,0001,4501661114,00010, ,0001, 5.000 , 5.000 ,Not Auth - ASN,2012/02/23, ,NO ,2012/05/25, ,stock ,vikramsingh.punchum@accenture.com
3049787-01 ,0001,4501669024,00010,K,0001, 5.000 , 5.000 ,Not Auth - ASN,2012/02/01, ,NO , , ,12209 / 1 stock ,vikramsingh.punchum@accenture.com
3050134-01 ,0001,4501593658,00010, ,0002, 1.000 , 1.000 ,<== Ship ,2011/11/04,2011/11/23,YES,2012/01/05, ,rwk 11232 ,vikramsingh.punchum@accenture.com
3050134-01 ,0001,4501612380,00010, ,0001, 50.000 , 50.000 ,Not Auth - ASN,2011/11/07, ,NO , , ,11620 ,vikramsingh.punchum@accenture.com
3050134-01 ,0001,4501639670,00010, ,0001, 50.000 , 50.000 ,Not Auth - ASN,2011/12/23, ,NO , , ,11971 ,vikramsingh.punchum@accenture.com
3050134-01 ,0001,4501669060,00010, ,0001, 50.000 , 50.000 ,Not Auth - ASN,2012/02/29, ,NO , , ,11972 ,vikramsingh.punchum@accenture.com
3050207-01 ,0001,4501668319,00010, ,0001, 100.000 , 100.000 ,Not Authorized,2011/12/23, ,NO , , ,12316 ,Michel.Barras@pwc.ca
3050209-01 ,0001,5500019674,00010,K,0209, 50.000 , 50.000 ,Not Auth - ASN,2011/12/19, ,NO , , ,29 stock ,vikramsingh.punchum@accenture.com
3050276-01 ,0001,4501627440,00010,K,0001, 9.000 , 9.000 ,Not Auth - ASN,2011/11/11, ,NO , , ,11242 ,vikramsingh.punchum@accenture.com
3052530-01 ,0001,4501633843,00010, ,0001, 30.000 , 30.000 ,Not Auth - ASN,2011/12/15, ,NO ,2011/12/13, ,12245 / 14 stock ,vikramsingh.punchum@accenture.com
3052534-01 ,0001,5500052629,00010, ,0015, 20.000 , 20.000 ,Not Auth - ASN,2012/01/10, ,NO , , ,11898 ,vikramsingh.punchum@accenture.com
3053159-01 ,0001,5500019158,00010,K,0207, 50.000 , 50.000 ,Not Auth - ASN,2011/11/09, ,NO , , ,11247 / 1 stock ,vikramsingh.punchum@accenture.com
3053604-01 ,0001,5500019161,00010,K,0117, 57.000 , 57.000 ,Not Auth - ASN,2011/12/16, ,NO , , ,12054 / 3 stock ,vikramsingh.punchum@accenture.com
