Material Number,Plant,Doc Number,Item,Consign,Sched Line,Sched Quantity,Outstand Qty,Msg/ASN/Ship,Stat. Date,Delv. Date,Confirmed,Resch. Date,Ship To,Confirmation Comment,Buyer Email
Tooling for 3120987-01 ,0001,4501115028,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/12,2008/03/12,N/A, , , ,Isabelle.Tardif@pwc.ca
Tooling for 31B1445-01 ,0001,4501116400,00030, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/14,2008/03/14,N/A, , , ,Isabelle.Tardif@pwc.ca
Upgrade cost for 30P1213-01 ,0001,3500007077,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2008/03/31,2008/03/31,N/A, , , ,Isabelle.Tardif@pwc.ca
tooling charge ,0001,4501293788,00020, ,0001, 1.000 , 1.000 ,Not Authorized,2009/10/14,2009/10/14,N/A, , , ,Isabelle.Tardif@pwc.ca
06X3073844-01 ,0102,4501242522,00010, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2009/04/20,2009/07/24,N/A,2009/04/27, , ,Isabelle.Tardif@pwc.ca
06X3073844-01 ,0102,4501242522,00020, ,0001, 1.000 , 1.000 ,Auth-ASN N/A ,2009/04/20,2009/07/24,N/A,2009/04/27, , ,Isabelle.Tardif@pwc.ca
3020184 ,0001,4501115189,00040, ,0002, 22.000 , 22.000 ,Not Auth - ASN,2010/01/26,2010/01/26,YES,2010/01/26, ,mg; en production ,Isabelle.Tardif@pwc.ca
3020184 ,0001,4501115189,00050, ,0005, 10.000 , 10.000 ,Not Auth - ASN,2009/10/22,2009/10/22,YES, , ,wip ; split de 15 ,Isabelle.Tardif@pwc.ca
3020184 ,0001,4501229163,00010, ,0001, 45.000 , 45.000 ,Not Authorized,2010/07/02,2010/07/02,YES,2010/07/02, ,mag. 0 casting achetés ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00010, ,0002, 25.000 , 25.000 ,Auth-ASN N/A ,2008/12/18,2009/08/28,YES, , ,mg; 25 inv; en substantiation ,Isabelle.Tardif@pwc.ca
3023479 ,0001,4501116233,00020, ,0001, 30.000 , 30.000 ,Auth-ASN N/A ,2009/03/15,2009/10/01,YES, , ,mag. 0 casting en main ,Isabelle.Tardif@pwc.ca
3028855 ,0001,4501116359,00010, ,0001, 5.000 , 5.000 ,Auth-ASN N/A ,2009/05/15,2009/07/13,YES, , ,5 SCRAPPED; on recommence ,Isabelle.Tardif@pwc.ca
3028855 ,0001,4501116359,00010, ,0002, 95.000 , 95.000 ,Not Authorized,2009/06/19,2009/08/28,YES, , ,planned ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0001, 15.000 , 15.000 ,Not Auth - ASN,2009/07/24,2009/07/24,YES, , ,15 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0002, 11.000 , 11.000 ,Not Auth - ASN,2009/08/26,2009/08/26,YES, , ,11 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0003, 9.000 , 9.000 ,Not Auth - ASN,2009/09/10,2009/09/10,YES, , ,9 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0005, 466.000 , 466.000 ,Not Auth - ASN,2009/09/21,2009/09/21,YES, , ,466 en stock ,Isabelle.Tardif@pwc.ca
3038165CL1 ,0001,4501170302,00010,K,0004, 15.000 , 15.000 ,Not Auth - ASN,2011/06/09,2011/06/09,YES,2011/06/09, ,15 en stock ,Isabelle.Tardif@pwc.ca
3038165CL4 ,0001,4501085242,00010, ,0001, 9.000 , 9.000 ,Not Auth - ASN,2012/08/29,2012/08/29,YES, , ,9 en stock ,Isabelle.Tardif@pwc.ca
3038165CL4 ,0001,4501170380,00010, ,0001, 110.000 , 110.000 ,Not Auth - ASN,2012/12/19,2012/12/19,YES, , ,110 en stock ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501122003,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501122003,00020, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00010, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00020, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00030, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3039172 ,0001,4501183777,00040, ,0001, 100.000 , 100.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p. 0 casting ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501122014,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501122014,00020, ,0001, 10.000 , 10.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3041474 ,0001,4501183780,00010, ,0001, 40.000 , 40.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00010, ,0002, 15.000 , 15.000 ,Auth-ASN N/A ,2008/11/13,2009/09/25,YES, , ,Mg en substantiation 10 inv; 1 rebut; 4?,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00010, ,0003, 40.000 , 40.000 ,Auth-ASN N/A ,2008/11/13,2009/09/25,YES, , ,Mg 40 casting ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115090,00020, ,0001, 85.000 , 85.000 ,Auth-ASN N/A ,2009/02/01,2009/09/25,YES, , ,Mg; 85 casting ,Isabelle.Tardif@pwc.ca
3045072-01 ,0001,4501115095,00010, ,0001, 24.000 , 24.000 ,Not Authorized,2009/06/01,2009/10/30,YES, , ,mg; 0 casting acheté ,Isabelle.Tardif@pwc.ca
3047045-01 ,0001,4501146131,00040, ,0001, 15.000 , 15.000 ,Auth-ASN N/A ,2009/04/17,2009/09/25,YES, , ,AL 11 subs. SSON 134692008-029 ,Isabelle.Tardif@pwc.ca
3047045-01 ,0001,4501146131,00040, ,0002, 15.000 , 15.000 ,Not Authorized,2009/07/01,2009/09/25,YES, , ,Al ; subst. À PLANIFIER ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00010, ,0002, 15.000 , 15.000 ,Auth-ASN N/A ,2009/02/06,2009/09/25,YES, , ,mag en substantiation ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00010, ,0003, 10.000 , 10.000 ,Auth-ASN N/A ,2009/02/06,2009/09/25,YES, , ,mag 10 castings ,Isabelle.Tardif@pwc.ca
3049083-01 ,0001,4501116371,00020, ,0001, 30.000 , 30.000 ,Auth-ASN N/A ,2009/04/30,2009/10/30,YES, , ,mg; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501121926,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501121926,00020, ,0001, 10.000 , 10.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts; 10 casting ,Isabelle.Tardif@pwc.ca
3054756-01 ,0001,4501183773,00010, ,0001, 30.000 , 30.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501121951,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501121951,00020, ,0001, 30.000 , 30.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts; 0 casting ,Isabelle.Tardif@pwc.ca
3054756-02 ,0001,4501183769,00010, ,0001, 125.000 , 125.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501121971,00010, ,0001, 5.000 , 5.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts. mat. 5 ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501121971,00020, ,0001, 20.000 , 20.000 ,Not Authorized,2009/12/10,2009/12/10,YES, , ,critical parts; 0 casting ,Isabelle.Tardif@pwc.ca
3054768-01 ,0001,4501183767,00010, ,0001, 60.000 , 60.000 ,Not Authorized,2009/12/31,2009/12/31,YES, , ,c.p.; 0 casting ,Isabelle.Tardif@pwc.ca
3058346CL11 ,0001,5500026492,00010,K,0077, 1.000 , 1.000 ,Not Auth - ASN,2010/03/11,2010/03/11,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL13 ,0001,5500026500,00010,K,0075, 1.000 , 1.000 ,Not Auth - ASN,2010/01/12,2010/01/12,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL13 ,0001,5500026500,00010,K,0076, 1.000 , 1.000 ,Not Auth - ASN,2010/03/11,2010/03/11,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0220, 1.000 , 1.000 ,Not Auth - ASN,2009/06/17,2009/06/17,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0221, 2.000 , 2.000 ,Not Auth - ASN,2009/06/17,2009/06/17,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0222, 1.000 , 1.000 ,Not Auth - ASN,2009/07/07,2009/07/07,YES,2009/07/07, ,inv ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0223, 2.000 , 2.000 ,Not Auth - ASN,2009/07/21,2009/07/21,YES, , ,1 à produire ,Isabelle.Tardif@pwc.ca
3058346CL15 ,0001,5500026502,00010,K,0224, 1.000 , 1.000 ,Not Auth - ASN,2009/07/24,2009/07/24,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058346CL16 ,0001,5500026503,00010,K,0029, 1.000 , 1.000 ,Not Auth - ASN,2011/12/21,2011/12/21,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL04 ,0001,5500038285,00010,K,0006, 1.000 , 1.000 ,Not Auth - ASN,2009/06/26,2009/06/26,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL05 ,0001,5500038286,00010,K,0007, 1.000 , 1.000 ,Not Auth - ASN,2010/07/28,2010/07/28,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL06 ,0001,5500038287,00010,K,0007, 1.000 , 1.000 ,<== Ship ,2009/05/27,2009/05/27,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL06 ,0001,5500038287,00010,K,0008, 1.000 , 1.000 ,Not Auth - ASN,2009/06/17,2009/06/17,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL06 ,0001,5500038287,00010,K,0009, 3.000 , 3.000 ,Not Auth - ASN,2009/06/26,2009/06/26,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0058, 3.000 , 3.000 ,<== Ship ,2009/05/26,2009/05/26,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0059, 1.000 , 1.000 ,Not Auth - ASN,2009/06/11,2009/06/11,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0060, 4.000 , 4.000 ,Not Auth - ASN,2009/06/17,2009/06/17,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0061, 3.000 , 3.000 ,Not Auth - ASN,2009/07/10,2009/07/10,YES,2009/07/10, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0062, 2.000 , 2.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL07 ,0001,5500038288,00010,K,0063, 2.000 , 2.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0160, 3.000 , 3.000 ,Not Auth - ASN,2009/06/11,2009/06/11,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0162, 5.000 , 5.000 ,Not Auth - ASN,2009/06/18,2009/06/18,YES, , ,-1 inv ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0164, 2.000 , 2.000 ,Not Auth - ASN,2009/06/29,2009/06/29,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0165, 3.000 , 3.000 ,Not Auth - ASN,2009/07/02,2009/07/02,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL08 ,0001,5500038289,00010,K,0166, 6.000 , 6.000 ,Not Auth - ASN,2009/07/14,2009/07/14,YES, , ,à produire ,Isabelle.Tardif@pwc.ca
3058347CL09 ,0001,5500038319,00010,K,0078, 1.000 , 1.000 ,Not Auth - ASN,2009/07/10,2009/07/10,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL11 ,0001,4501171060,00010,K,0002, 1.000 , 1.000 ,Not Auth - ASN,2013/07/29,2013/07/29,YES, , ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0066, 2.000 , 2.000 ,Not Auth - ASN,2009/05/28,2009/05/28,YES, , ,2 inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0067, 2.000 , 2.000 ,Not Auth - ASN,2009/06/04,2009/06/04,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0068, 3.000 , 3.000 ,Not Auth - ASN,2009/06/11,2009/06/11,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0074, 2.000 , 2.000 ,Not Auth - ASN,2009/06/25,2009/06/25,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0069, 1.000 , 1.000 ,Not Auth - ASN,2009/06/30,2009/06/30,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0073, 1.000 , 1.000 ,Not Auth - ASN,2009/06/30,2009/06/30,YES,2009/06/30, ,inv ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0070, 1.000 , 1.000 ,Not Auth - ASN,2009/07/02,2009/07/02,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0071, 1.000 , 1.000 ,Not Auth - ASN,2009/07/09,2009/07/09,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0072, 1.000 , 1.000 ,Not Auth - ASN,2009/07/10,2009/07/10,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL15 ,0001,5500038774,00010,K,0075, 3.000 , 3.000 ,Not Auth - ASN,2009/07/14,2009/07/14,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0029, 1.000 , 1.000 ,Not Auth - ASN,2009/11/05,2009/11/05,YES,2009/11/05, ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0035, 1.000 , 1.000 ,Not Auth - ASN,2009/11/17,2009/11/17,YES,2009/11/17, ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0038, 1.000 , 1.000 ,Not Auth - ASN,2009/12/01,2009/12/01,YES,2009/12/01, ,1 inv ,Isabelle.Tardif@pwc.ca
3058347CL16 ,0001,5500038777,00010,K,0034, 1.000 , 1.000 ,Not Auth - ASN,2009/12/14,2009/12/14,YES,2009/12/14, ,1 inv ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,3500005527,00050,K,0003, 4.000 , 4.000 ,Not Auth - ASN,2009/05/28,2009/07/01,NO ,2009/05/14, ,pas d'info pour toutes ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0007, 2.000 , 2.000 ,Not Auth - ASN,2009/06/12,2009/06/12,YES,2009/05/05, ,wip 30065S1.0 ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0004, 2.000 , 2.000 ,Not Auth - ASN,2009/08/25,2009/08/25,YES, , ,wip 30065 ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0003, 3.000 , 3.000 ,Not Auth - ASN,2009/08/26,2009/08/26,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0005, 1.000 , 1.000 ,Not Auth - ASN,2009/10/22,2009/10/22,YES, , ,sson ,Isabelle.Tardif@pwc.ca
3071252-01 ,0001,5500042619,00010,K,0006, 1.000 , 1.000 ,Not Auth - ASN,2009/12/03,2009/12/03,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071550-01 ,0001,4501268730,00010, ,0002, 4.000 , 4.000 ,Not Auth - ASN,2009/08/20,2009/08/20,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0202, 6.000 , 6.000 ,<== Ship ,2009/05/27,2009/05/27,YES, , ,LV* ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0201, 5.000 , 5.000 ,Not Auth - ASN,2009/06/04,2009/06/04,YES, , ,inv ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0288, 3.000 , 3.000 ,Not Auth - ASN,2009/06/11,2009/06/11,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0292, 5.000 , 5.000 ,Not Auth - ASN,2009/06/18,2009/06/18,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0293, 1.000 , 1.000 ,Not Auth - ASN,2009/06/23,2009/06/23,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0294, 2.000 , 2.000 ,Not Auth - ASN,2009/06/26,2009/06/26,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0295, 5.000 , 5.000 ,Not Auth - ASN,2009/07/02,2009/07/02,YES, , ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0296, 4.000 , 4.000 ,Not Auth - ASN,2009/07/09,2009/07/09,YES,2009/07/09, ,wip ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0298, 9.000 , 9.000 ,Not Auth - ASN,2009/07/15,2009/07/15,YES,2009/07/15, , ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0299, 1.000 , 1.000 ,Not Auth - ASN,2009/07/22,2009/07/22,YES, , , ,Isabelle.Tardif@pwc.ca
3071842-01 ,0001,5500039726,00010,K,0300, 3.000 , 3.000 ,Not Auth - ASN,2009/07/23,2009/07/23,YES, , , ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006136,00010, ,0001, 15.000 , 15.000 ,Not Auth - ASN,2012/08/23,2012/08/23,YES, , ,15; en attente de directives ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006136,00030, ,0001, 3.000 , 3.000 ,Not Auth - ASN,2012/08/23,2012/08/23,YES,2012/08/23, ,2 sur 5 livrés; 02X3071981-01 ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500006848,00010, ,0001, 2.000 , 2.000 ,<== Ship ,2009/05/12,2009/06/12,YES,2009/05/14, ,2 rework; attend Daniel Rhéaume ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008436,00010, ,0001, 1.000 , 1.000 ,<== Ship ,2009/05/12,2009/06/12,YES,2009/05/14, ,1 rework; pas de po ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008622,00010, ,0001, 1.000 , 1.000 ,<== Ship ,2009/05/06,2009/06/12,YES,2009/05/14, ,1 rework pas de po ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,3500008660,00010, ,0001, 1.000 , 1.000 ,<== Ship ,2009/05/19,2009/06/12,YES,2009/05/14, ,1 rework pas de po ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501106433,00010, ,0006, 5.000 , 5.000 ,Not Auth - ASN,2009/12/31,2009/12/31,YES,2009/07/16, ,LV* 5 LIVRÉES LE 11 JUILLET ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501172447,00010, ,0001, 1.000 , 1.000 ,<== Ship ,2009/05/12,2009/06/12,YES,2009/05/14, , directives ? ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501246147,00010, ,0001, 1.000 , 1.000 ,<== Ship ,2009/05/06,2009/06/12,YES,2009/05/19, ,nouvelle commande ? ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501277822,00010, ,0001, 20.000 , 20.000 ,Not Auth - ASN,2009/06/17,2009/07/17,YES,2009/05/21, ,wip ,Isabelle.Tardif@pwc.ca
3071981-01 ,0001,4501277822,00010, ,0002, 20.000 , 20.000 ,Not Auth - ASN,2009/06/11,2009/07/17,YES,2009/07/08, ,wip ,Isabelle.Tardif@pwc.ca
